UUID,SAD,STR,SITMOD,DIST,REAP,RUM,EMOCOPE,time_hours,delta_t
2f2e828f-ef48-495c-9322-c3065ee4e2aa,29.0,18.0,16.0,61.0,27.0,0.0,91.0,69.4,1.3666666666666742
2f2e828f-ef48-495c-9322-c3065ee4e2aa,29.0,26.0,24.0,81.0,33.0,0.0,100.0,71.06666666666666,1.6666666666666572
2f2e828f-ef48-495c-9322-c3065ee4e2aa,36.0,23.0,34.0,34.0,23.0,0.0,84.0,72.68333333333334,1.6166666666666742
2f2e828f-ef48-495c-9322-c3065ee4e2aa,36.0,29.0,30.0,30.0,31.0,0.0,82.0,74.43333333333334,1.75
2f2e828f-ef48-495c-9322-c3065ee4e2aa,30.0,6.0,66.0,58.0,22.0,0.0,100.0,75.6,1.1666666666666572
2f2e828f-ef48-495c-9322-c3065ee4e2aa,64.0,23.0,91.0,100.0,27.0,0.0,94.0,77.21666666666667,1.6166666666666742
2f2e828f-ef48-495c-9322-c3065ee4e2aa,40.0,26.0,45.0,74.0,32.0,21.0,87.0,78.48333333333333,1.2666666666666657
2f2e828f-ef48-495c-9322-c3065ee4e2aa,40.0,22.0,61.0,87.0,57.0,2.0,86.0,79.73333333333333,1.25
2f2e828f-ef48-495c-9322-c3065ee4e2aa,27.0,8.0,57.0,6.0,28.0,0.0,86.0,92.03333333333333,12.299999999999997
2f2e828f-ef48-495c-9322-c3065ee4e2aa,25.0,21.0,73.0,91.0,22.0,0.0,86.0,93.63333333333334,1.6000000000000085
2f2e828f-ef48-495c-9322-c3065ee4e2aa,28.0,23.0,53.0,69.0,29.0,0.0,95.0,95.1,1.4666666666666544
2f2e828f-ef48-495c-9322-c3065ee4e2aa,25.0,40.0,28.0,74.0,71.0,0.0,97.0,96.38333333333334,1.2833333333333456
2f2e828f-ef48-495c-9322-c3065ee4e2aa,41.0,13.0,69.0,87.0,73.0,0.0,74.0,97.36666666666666,0.9833333333333201
2f2e828f-ef48-495c-9322-c3065ee4e2aa,58.0,21.0,67.0,75.0,31.0,0.0,100.0,99.15,1.7833333333333456
2f2e828f-ef48-495c-9322-c3065ee4e2aa,35.0,20.0,77.0,75.0,38.0,11.0,88.0,100.45,1.2999999999999972
2f2e828f-ef48-495c-9322-c3065ee4e2aa,33.0,7.0,64.0,75.0,37.0,0.0,91.0,101.66666666666667,1.2166666666666686
2f2e828f-ef48-495c-9322-c3065ee4e2aa,46.0,10.0,13.0,70.0,30.0,0.0,80.0,103.41666666666667,1.75
2f2e828f-ef48-495c-9322-c3065ee4e2aa,35.0,13.0,0.0,0.0,0.0,0.0,94.0,116.03333333333333,12.61666666666666
2f2e828f-ef48-495c-9322-c3065ee4e2aa,41.0,15.0,95.0,100.0,67.0,3.0,100.0,117.43333333333334,1.4000000000000057
2f2e828f-ef48-495c-9322-c3065ee4e2aa,38.0,11.0,99.0,100.0,21.0,11.0,95.0,118.71666666666667,1.2833333333333314
2f2e828f-ef48-495c-9322-c3065ee4e2aa,22.0,0.0,100.0,91.0,42.0,4.0,75.0,120.1,1.3833333333333258
2f2e828f-ef48-495c-9322-c3065ee4e2aa,27.0,17.0,99.0,95.0,43.0,23.0,82.0,121.5,1.4000000000000057
2f2e828f-ef48-495c-9322-c3065ee4e2aa,24.0,0.0,100.0,89.0,77.0,0.0,100.0,122.55,1.0499999999999972
2f2e828f-ef48-495c-9322-c3065ee4e2aa,20.0,14.0,94.0,88.0,20.0,0.0,100.0,124.03333333333333,1.4833333333333343
2f2e828f-ef48-495c-9322-c3065ee4e2aa,6.0,8.0,100.0,100.0,22.0,0.0,91.0,125.71666666666667,1.6833333333333371
2f2e828f-ef48-495c-9322-c3065ee4e2aa,26.0,3.0,100.0,100.0,48.0,0.0,100.0,127.06666666666666,1.3499999999999943
2f2e828f-ef48-495c-9322-c3065ee4e2aa,14.0,37.0,100.0,100.0,88.0,0.0,100.0,141.55,14.483333333333348
2f2e828f-ef48-495c-9322-c3065ee4e2aa,22.0,3.0,79.0,81.0,21.0,0.0,77.0,142.71666666666667,1.1666666666666572
2f2e828f-ef48-495c-9322-c3065ee4e2aa,26.0,18.0,86.0,86.0,31.0,0.0,78.0,144.4,1.6833333333333371
2f2e828f-ef48-495c-9322-c3065ee4e2aa,22.0,35.0,100.0,85.0,33.0,0.0,86.0,145.51666666666668,1.1166666666666742
2f2e828f-ef48-495c-9322-c3065ee4e2aa,23.0,13.0,86.0,68.0,40.0,0.0,100.0,147.06666666666666,1.549999999999983
2f2e828f-ef48-495c-9322-c3065ee4e2aa,13.0,22.0,71.0,31.0,66.0,0.0,93.0,148.6,1.5333333333333314
2f2e828f-ef48-495c-9322-c3065ee4e2aa,29.0,23.0,26.0,78.0,26.0,9.0,89.0,150.08333333333334,1.4833333333333485
2f2e828f-ef48-495c-9322-c3065ee4e2aa,34.0,23.0,93.0,83.0,35.0,0.0,76.0,164.03333333333333,13.949999999999989
2f2e828f-ef48-495c-9322-c3065ee4e2aa,21.0,34.0,29.0,79.0,30.0,0.0,82.0,165.16666666666666,1.1333333333333258
2f2e828f-ef48-495c-9322-c3065ee4e2aa,22.0,27.0,66.0,71.0,69.0,0.0,91.0,166.7,1.5333333333333314
2f2e828f-ef48-495c-9322-c3065ee4e2aa,25.0,27.0,69.0,82.0,29.0,6.0,97.0,168.01666666666668,1.3166666666666913
2f2e828f-ef48-495c-9322-c3065ee4e2aa,23.0,23.0,80.0,37.0,21.0,0.0,84.0,169.55,1.5333333333333314
2f2e828f-ef48-495c-9322-c3065ee4e2aa,20.0,28.0,73.0,72.0,83.0,0.0,86.0,170.73333333333332,1.1833333333333087
2f2e828f-ef48-495c-9322-c3065ee4e2aa,21.0,48.0,70.0,76.0,28.0,0.0,100.0,171.88333333333333,1.1500000000000057
2f2e828f-ef48-495c-9322-c3065ee4e2aa,28.0,65.0,71.0,26.0,71.0,0.0,85.0,173.25,1.3666666666666742
2f2e828f-ef48-495c-9322-c3065ee4e2aa,24.0,40.0,14.0,70.0,23.0,0.0,95.0,174.86666666666667,1.6166666666666742
2f2e828f-ef48-495c-9322-c3065ee4e2aa,27.0,39.0,83.0,56.0,24.0,1.0,100.0,175.91666666666666,1.049999999999983
2f2e828f-ef48-495c-9322-c3065ee4e2aa,25.0,54.0,25.0,18.0,13.0,11.0,79.0,188.03333333333333,12.116666666666674
2f2e828f-ef48-495c-9322-c3065ee4e2aa,26.0,36.0,74.0,27.0,47.0,0.0,77.0,189.51666666666668,1.4833333333333485
2f2e828f-ef48-495c-9322-c3065ee4e2aa,27.0,33.0,70.0,66.0,27.0,2.0,100.0,190.73333333333332,1.2166666666666401
2f2e828f-ef48-495c-9322-c3065ee4e2aa,29.0,42.0,61.0,76.0,32.0,0.0,94.0,191.8,1.0666666666666913
2f2e828f-ef48-495c-9322-c3065ee4e2aa,24.0,91.0,87.0,11.0,100.0,13.0,92.0,193.36666666666667,1.5666666666666629
2f2e828f-ef48-495c-9322-c3065ee4e2aa,27.0,35.0,100.0,45.0,100.0,0.0,79.0,195.08333333333334,1.7166666666666686
2f2e828f-ef48-495c-9322-c3065ee4e2aa,25.0,44.0,72.0,67.0,75.0,0.0,89.0,195.93333333333334,0.8499999999999943
2f2e828f-ef48-495c-9322-c3065ee4e2aa,30.0,39.0,58.0,72.0,75.0,0.0,75.0,197.58333333333334,1.6500000000000057
2f2e828f-ef48-495c-9322-c3065ee4e2aa,23.0,21.0,77.0,72.0,75.0,0.0,94.0,198.96666666666667,1.3833333333333258
2f2e828f-ef48-495c-9322-c3065ee4e2aa,29.0,38.0,71.0,0.0,41.0,7.0,85.0,212.03333333333333,13.066666666666663
2f2e828f-ef48-495c-9322-c3065ee4e2aa,34.0,38.0,69.0,75.0,17.0,0.0,100.0,212.91666666666666,0.8833333333333258
2f2e828f-ef48-495c-9322-c3065ee4e2aa,37.0,50.0,80.0,69.0,25.0,13.0,90.0,214.01666666666668,1.1000000000000227
2f2e828f-ef48-495c-9322-c3065ee4e2aa,26.0,55.0,63.0,85.0,24.0,0.0,97.0,215.58333333333334,1.5666666666666629
2f2e828f-ef48-495c-9322-c3065ee4e2aa,12.0,31.0,30.0,27.0,59.0,0.0,76.0,217.33333333333334,1.75
2f2e828f-ef48-495c-9322-c3065ee4e2aa,34.0,29.0,85.0,100.0,70.0,0.0,86.0,218.85,1.5166666666666515
2f2e828f-ef48-495c-9322-c3065ee4e2aa,26.0,40.0,73.0,63.0,30.0,0.0,67.0,220.51666666666668,1.6666666666666856
2f2e828f-ef48-495c-9322-c3065ee4e2aa,21.0,39.0,32.0,73.0,60.0,0.0,72.0,221.93333333333334,1.4166666666666572
2f2e828f-ef48-495c-9322-c3065ee4e2aa,25.0,41.0,28.0,78.0,41.0,0.0,68.0,222.88333333333333,0.9499999999999886
2f2e828f-ef48-495c-9322-c3065ee4e2aa,25.0,32.0,32.0,42.0,21.0,0.0,66.0,236.03333333333333,13.150000000000006
2f2e828f-ef48-495c-9322-c3065ee4e2aa,28.0,38.0,100.0,100.0,30.0,1.0,100.0,237.06666666666666,1.0333333333333314
2f2e828f-ef48-495c-9322-c3065ee4e2aa,27.0,34.0,82.0,83.0,33.0,0.0,97.0,238.3,1.2333333333333485
2f2e828f-ef48-495c-9322-c3065ee4e2aa,29.0,28.0,75.0,76.0,57.0,4.0,77.0,239.15,0.8499999999999943
2f2e828f-ef48-495c-9322-c3065ee4e2aa,28.0,27.0,76.0,67.0,36.0,0.0,84.0,240.5,1.3499999999999943
2f2e828f-ef48-495c-9322-c3065ee4e2aa,24.0,23.0,74.0,90.0,41.0,12.0,100.0,241.61666666666667,1.1166666666666742
2f2e828f-ef48-495c-9322-c3065ee4e2aa,26.0,26.0,78.0,83.0,27.0,0.0,88.0,243.2,1.5833333333333144
2f2e828f-ef48-495c-9322-c3065ee4e2aa,28.0,27.0,73.0,71.0,71.0,0.0,73.0,244.41666666666666,1.2166666666666686
2f2e828f-ef48-495c-9322-c3065ee4e2aa,27.0,35.0,72.0,70.0,77.0,2.0,72.0,245.33333333333334,0.9166666666666856
2f2e828f-ef48-495c-9322-c3065ee4e2aa,25.0,15.0,73.0,73.0,70.0,0.0,78.0,246.38333333333333,1.049999999999983
2f2e828f-ef48-495c-9322-c3065ee4e2aa,41.0,22.0,60.0,72.0,73.0,71.0,93.0,247.95,1.5666666666666629
2f2e828f-ef48-495c-9322-c3065ee4e2aa,22.0,71.0,77.0,10.0,78.0,3.0,71.0,260.03333333333336,12.083333333333371
2f2e828f-ef48-495c-9322-c3065ee4e2aa,21.0,11.0,12.0,88.0,0.0,4.0,84.0,261.15,1.1166666666666174
2f2e828f-ef48-495c-9322-c3065ee4e2aa,23.0,21.0,71.0,60.0,60.0,0.0,75.0,262.81666666666666,1.6666666666666856
2f2e828f-ef48-495c-9322-c3065ee4e2aa,24.0,29.0,27.0,23.0,71.0,0.0,70.0,263.71666666666664,0.8999999999999773
2f2e828f-ef48-495c-9322-c3065ee4e2aa,25.0,23.0,26.0,85.0,73.0,0.0,93.0,265.4,1.6833333333333371
2f2e828f-ef48-495c-9322-c3065ee4e2aa,24.0,21.0,75.0,70.0,65.0,0.0,95.0,267.01666666666665,1.6166666666666742
2f2e828f-ef48-495c-9322-c3065ee4e2aa,27.0,28.0,34.0,27.0,14.0,0.0,74.0,268.28333333333336,1.2666666666667084
2f2e828f-ef48-495c-9322-c3065ee4e2aa,28.0,28.0,28.0,96.0,22.0,0.0,71.0,269.76666666666665,1.4833333333332916
2f2e828f-ef48-495c-9322-c3065ee4e2aa,27.0,15.0,37.0,68.0,46.0,0.0,57.0,270.78333333333336,1.0166666666667084
2f2e828f-ef48-495c-9322-c3065ee4e2aa,27.0,44.0,57.0,70.0,56.0,0.0,86.0,272.01666666666665,1.2333333333332916
2f2e828f-ef48-495c-9322-c3065ee4e2aa,22.0,20.0,70.0,22.0,21.0,0.0,53.0,284.03333333333336,12.016666666666708
2f2e828f-ef48-495c-9322-c3065ee4e2aa,26.0,27.0,25.0,18.0,26.0,0.0,82.0,284.8666666666667,0.8333333333333144
2f2e828f-ef48-495c-9322-c3065ee4e2aa,23.0,7.0,77.0,70.0,31.0,0.0,69.0,285.78333333333336,0.9166666666666856
2f2e828f-ef48-495c-9322-c3065ee4e2aa,20.0,11.0,67.0,69.0,24.0,0.0,89.0,286.6166666666667,0.8333333333333144
2f2e828f-ef48-495c-9322-c3065ee4e2aa,24.0,25.0,69.0,65.0,25.0,0.0,82.0,287.68333333333334,1.0666666666666629
2f2e828f-ef48-495c-9322-c3065ee4e2aa,17.0,17.0,71.0,80.0,66.0,0.0,68.0,289.3833333333333,1.6999999999999886
2f2e828f-ef48-495c-9322-c3065ee4e2aa,23.0,26.0,58.0,81.0,61.0,0.0,85.0,290.7,1.3166666666666629
2f2e828f-ef48-495c-9322-c3065ee4e2aa,19.0,20.0,4.0,8.0,0.0,0.0,82.0,291.9,1.1999999999999886
2f2e828f-ef48-495c-9322-c3065ee4e2aa,27.0,18.0,80.0,82.0,72.0,0.0,71.0,293.68333333333334,1.7833333333333599
2f2e828f-ef48-495c-9322-c3065ee4e2aa,19.0,19.0,59.0,59.0,63.0,0.0,61.0,295.25,1.5666666666666629
2f2e828f-ef48-495c-9322-c3065ee4e2aa,25.0,38.0,55.0,59.0,34.0,0.0,73.0,308.03333333333336,12.78333333333336
2f2e828f-ef48-495c-9322-c3065ee4e2aa,19.0,28.0,41.0,34.0,62.0,0.0,70.0,309.03333333333336,1.0
2f2e828f-ef48-495c-9322-c3065ee4e2aa,19.0,41.0,48.0,56.0,32.0,0.0,69.0,309.95,0.9166666666666288
2f2e828f-ef48-495c-9322-c3065ee4e2aa,20.0,44.0,57.0,57.0,52.0,0.0,71.0,311.75,1.8000000000000114
2f2e828f-ef48-495c-9322-c3065ee4e2aa,23.0,34.0,67.0,73.0,65.0,5.0,76.0,313.28333333333336,1.5333333333333599
2f2e828f-ef48-495c-9322-c3065ee4e2aa,20.0,27.0,19.0,52.0,21.0,0.0,70.0,314.6666666666667,1.3833333333333258
2f2e828f-ef48-495c-9322-c3065ee4e2aa,21.0,35.0,16.0,67.0,70.0,0.0,85.0,315.8833333333333,1.2166666666666401
2f2e828f-ef48-495c-9322-c3065ee4e2aa,28.0,29.0,38.0,77.0,0.0,8.0,69.0,317.56666666666666,1.6833333333333371
2f2e828f-ef48-495c-9322-c3065ee4e2aa,32.0,29.0,72.0,69.0,61.0,5.0,71.0,319.05,1.4833333333333485
2f2e828f-ef48-495c-9322-c3065ee4e2aa,24.0,27.0,27.0,30.0,30.0,0.0,71.0,332.03333333333336,12.983333333333348
2f2e828f-ef48-495c-9322-c3065ee4e2aa,23.0,31.0,67.0,71.0,66.0,0.0,76.0,333.4,1.3666666666666174
2f2e828f-ef48-495c-9322-c3065ee4e2aa,26.0,27.0,31.0,71.0,75.0,0.0,71.0,334.8833333333333,1.4833333333333485
2f2e828f-ef48-495c-9322-c3065ee4e2aa,30.0,27.0,57.0,64.0,28.0,0.0,58.0,336.2,1.3166666666666629
2f2e828f-ef48-495c-9322-c3065ee4e2aa,30.0,31.0,27.0,72.0,63.0,0.0,71.0,337.51666666666665,1.3166666666666629
2f2e828f-ef48-495c-9322-c3065ee4e2aa,26.0,26.0,13.0,67.0,34.0,0.0,71.0,338.6333333333333,1.1166666666666742
2f2e828f-ef48-495c-9322-c3065ee4e2aa,25.0,36.0,40.0,30.0,61.0,0.0,77.0,340.4166666666667,1.7833333333333599
2f2e828f-ef48-495c-9322-c3065ee4e2aa,20.0,27.0,38.0,57.0,25.0,0.0,69.0,341.81666666666666,1.3999999999999773
2f2e828f-ef48-495c-9322-c3065ee4e2aa,27.0,63.0,19.0,59.0,23.0,10.0,67.0,343.23333333333335,1.4166666666666856
2f2e828f-ef48-495c-9322-c3065ee4e2aa,29.0,27.0,72.0,82.0,57.0,0.0,78.0,356.03333333333336,12.800000000000011
2f2e828f-ef48-495c-9322-c3065ee4e2aa,24.0,25.0,25.0,75.0,23.0,0.0,57.0,356.96666666666664,0.9333333333332803
2f2e828f-ef48-495c-9322-c3065ee4e2aa,27.0,27.0,70.0,83.0,49.0,11.0,75.0,358.01666666666665,1.0500000000000114
2f2e828f-ef48-495c-9322-c3065ee4e2aa,20.0,30.0,57.0,75.0,0.0,0.0,70.0,358.85,0.8333333333333712
2f2e828f-ef48-495c-9322-c3065ee4e2aa,25.0,27.0,30.0,68.0,59.0,0.0,56.0,360.2,1.349999999999966
2f2e828f-ef48-495c-9322-c3065ee4e2aa,27.0,65.0,61.0,69.0,22.0,13.0,62.0,361.21666666666664,1.0166666666666515
2f2e828f-ef48-495c-9322-c3065ee4e2aa,24.0,61.0,59.0,59.0,61.0,0.0,84.0,364.23333333333335,3.0166666666667084
2f2e828f-ef48-495c-9322-c3065ee4e2aa,25.0,30.0,52.0,61.0,45.0,0.0,59.0,365.51666666666665,1.283333333333303
2f2e828f-ef48-495c-9322-c3065ee4e2aa,35.0,32.0,12.0,69.0,60.0,0.0,71.0,366.71666666666664,1.1999999999999886
2f2e828f-ef48-495c-9322-c3065ee4e2aa,26.0,23.0,60.0,71.0,60.0,0.0,73.0,367.8833333333333,1.1666666666666856
2f2e828f-ef48-495c-9322-c3065ee4e2aa,22.0,19.0,30.0,21.0,27.0,0.0,85.0,380.03333333333336,12.150000000000034
2f2e828f-ef48-495c-9322-c3065ee4e2aa,25.0,28.0,60.0,69.0,63.0,0.0,80.0,381.51666666666665,1.4833333333332916
2f2e828f-ef48-495c-9322-c3065ee4e2aa,23.0,59.0,84.0,17.0,72.0,0.0,74.0,383.05,1.5333333333333599
2f2e828f-ef48-495c-9322-c3065ee4e2aa,24.0,17.0,43.0,72.0,,,,383.95,0.8999999999999773
2f2e828f-ef48-495c-9322-c3065ee4e2aa,23.0,27.0,14.0,0.0,16.0,1.0,84.0,385.45,1.5
2f2e828f-ef48-495c-9322-c3065ee4e2aa,20.0,27.0,65.0,82.0,67.0,0.0,73.0,386.55,1.1000000000000227
2f2e828f-ef48-495c-9322-c3065ee4e2aa,26.0,33.0,22.0,15.0,72.0,0.0,75.0,388.3666666666667,1.8166666666666629
2f2e828f-ef48-495c-9322-c3065ee4e2aa,27.0,28.0,65.0,73.0,14.0,0.0,75.0,390.1,1.7333333333333485
2f2e828f-ef48-495c-9322-c3065ee4e2aa,27.0,15.0,12.0,78.0,11.0,0.0,73.0,391.53333333333336,1.4333333333333371
2f2e828f-ef48-495c-9322-c3065ee4e2aa,19.0,52.0,76.0,72.0,76.0,0.0,80.0,404.03333333333336,12.5
2f2e828f-ef48-495c-9322-c3065ee4e2aa,23.0,35.0,67.0,59.0,46.0,0.0,72.0,405.21666666666664,1.1833333333332803
2f2e828f-ef48-495c-9322-c3065ee4e2aa,19.0,26.0,84.0,89.0,78.0,0.0,73.0,406.9166666666667,1.7000000000000455
2f2e828f-ef48-495c-9322-c3065ee4e2aa,27.0,25.0,67.0,73.0,17.0,0.0,72.0,408.1666666666667,1.25
2f2e828f-ef48-495c-9322-c3065ee4e2aa,27.0,25.0,72.0,77.0,27.0,0.0,60.0,409.55,1.3833333333333258
2f2e828f-ef48-495c-9322-c3065ee4e2aa,25.0,28.0,20.0,27.0,25.0,0.0,77.0,411.1666666666667,1.6166666666666742
2f2e828f-ef48-495c-9322-c3065ee4e2aa,14.0,15.0,53.0,67.0,21.0,0.0,70.0,413.45,2.283333333333303
2f2e828f-ef48-495c-9322-c3065ee4e2aa,26.0,21.0,52.0,68.0,72.0,0.0,77.0,414.6,1.150000000000034
2f2e828f-ef48-495c-9322-c3065ee4e2aa,22.0,69.0,25.0,67.0,25.0,0.0,98.0,415.6166666666667,1.0166666666666515
2f2e828f-ef48-495c-9322-c3065ee4e2aa,19.0,31.0,73.0,70.0,9.0,0.0,86.0,428.03333333333336,12.416666666666686
2f2e828f-ef48-495c-9322-c3065ee4e2aa,21.0,19.0,63.0,65.0,0.0,0.0,69.0,429.6166666666667,1.5833333333333144
2f2e828f-ef48-495c-9322-c3065ee4e2aa,20.0,53.0,70.0,22.0,24.0,1.0,72.0,430.56666666666666,0.9499999999999886
2f2e828f-ef48-495c-9322-c3065ee4e2aa,25.0,41.0,66.0,16.0,66.0,0.0,75.0,432.21666666666664,1.6499999999999773
2f2e828f-ef48-495c-9322-c3065ee4e2aa,27.0,12.0,80.0,74.0,13.0,0.0,71.0,433.95,1.7333333333333485
2f2e828f-ef48-495c-9322-c3065ee4e2aa,24.0,25.0,67.0,70.0,66.0,0.0,67.0,435.45,1.5
2f2e828f-ef48-495c-9322-c3065ee4e2aa,24.0,25.0,16.0,8.0,16.0,0.0,64.0,437.15,1.6999999999999886
2f2e828f-ef48-495c-9322-c3065ee4e2aa,28.0,33.0,72.0,71.0,14.0,0.0,74.0,438.25,1.1000000000000227
2f2e828f-ef48-495c-9322-c3065ee4e2aa,25.0,18.0,66.0,64.0,61.0,0.0,69.0,439.26666666666665,1.0166666666666515
2f2e828f-ef48-495c-9322-c3065ee4e2aa,20.0,15.0,15.0,13.0,4.0,0.0,77.0,452.03333333333336,12.766666666666708
2f2e828f-ef48-495c-9322-c3065ee4e2aa,15.0,27.0,25.0,56.0,70.0,0.0,66.0,453.1,1.0666666666666629
2f2e828f-ef48-495c-9322-c3065ee4e2aa,20.0,38.0,27.0,59.0,58.0,3.0,64.0,454.73333333333335,1.6333333333333258
2f2e828f-ef48-495c-9322-c3065ee4e2aa,21.0,28.0,15.0,72.0,28.0,0.0,72.0,456.01666666666665,1.283333333333303
2f2e828f-ef48-495c-9322-c3065ee4e2aa,25.0,28.0,65.0,84.0,70.0,0.0,70.0,456.85,0.8333333333333712
2f2e828f-ef48-495c-9322-c3065ee4e2aa,29.0,30.0,26.0,59.0,21.0,0.0,59.0,458.25,1.3999999999999773
2f2e828f-ef48-495c-9322-c3065ee4e2aa,22.0,25.0,34.0,75.0,17.0,0.0,69.0,459.4,1.1499999999999773
2f2e828f-ef48-495c-9322-c3065ee4e2aa,17.0,25.0,62.0,65.0,51.0,0.0,62.0,460.53333333333336,1.1333333333333826
2f2e828f-ef48-495c-9322-c3065ee4e2aa,22.0,23.0,16.0,68.0,22.0,0.0,69.0,462.26666666666665,1.7333333333332916
2f2e828f-ef48-495c-9322-c3065ee4e2aa,26.0,26.0,71.0,86.0,27.0,0.0,56.0,463.8,1.5333333333333599
2f2e828f-ef48-495c-9322-c3065ee4e2aa,25.0,26.0,72.0,72.0,76.0,0.0,76.0,476.03333333333336,12.233333333333348
2f2e828f-ef48-495c-9322-c3065ee4e2aa,23.0,28.0,0.0,84.0,0.0,0.0,75.0,477.2,1.1666666666666288
2f2e828f-ef48-495c-9322-c3065ee4e2aa,28.0,30.0,61.0,76.0,33.0,0.0,70.0,478.8666666666667,1.6666666666666856
2f2e828f-ef48-495c-9322-c3065ee4e2aa,23.0,44.0,56.0,67.0,51.0,0.0,57.0,480.3666666666667,1.5
2f2e828f-ef48-495c-9322-c3065ee4e2aa,24.0,44.0,31.0,22.0,22.0,0.0,81.0,483.3666666666667,3.0
2f2e828f-ef48-495c-9322-c3065ee4e2aa,26.0,27.0,72.0,69.0,41.0,0.0,68.0,484.93333333333334,1.5666666666666629
2f2e828f-ef48-495c-9322-c3065ee4e2aa,25.0,28.0,60.0,62.0,61.0,0.0,74.0,502.71666666666664,17.783333333333303
2f2e828f-ef48-495c-9322-c3065ee4e2aa,25.0,29.0,69.0,63.0,73.0,0.0,72.0,504.43333333333334,1.716666666666697
2f2e828f-ef48-495c-9322-c3065ee4e2aa,28.0,23.0,64.0,21.0,73.0,7.0,63.0,505.6333333333333,1.1999999999999886
2f2e828f-ef48-495c-9322-c3065ee4e2aa,22.0,61.0,63.0,62.0,52.0,0.0,54.0,506.53333333333336,0.9000000000000341
2f2e828f-ef48-495c-9322-c3065ee4e2aa,23.0,45.0,69.0,74.0,70.0,0.0,68.0,508.18333333333334,1.6499999999999773
2f2e828f-ef48-495c-9322-c3065ee4e2aa,23.0,67.0,33.0,19.0,64.0,5.0,44.0,509.2,1.0166666666666515
2f2e828f-ef48-495c-9322-c3065ee4e2aa,41.0,45.0,26.0,24.0,18.0,55.0,46.0,510.7,1.5
2f2e828f-ef48-495c-9322-c3065ee4e2aa,72.0,74.0,23.0,24.0,13.0,26.0,24.0,511.6,0.9000000000000341
31ab74a0-b8d8-4118-b2bc-2e369b35cc0c,41.0,40.0,0.0,83.0,82.0,63.0,70.0,0.0,
31ab74a0-b8d8-4118-b2bc-2e369b35cc0c,0.0,19.0,80.0,91.0,71.0,10.0,85.0,1.1333333333333333,1.1333333333333333
31ab74a0-b8d8-4118-b2bc-2e369b35cc0c,0.0,80.0,87.0,78.0,7.0,14.0,86.0,2.283333333333333,1.15
31ab74a0-b8d8-4118-b2bc-2e369b35cc0c,74.0,81.0,70.0,72.0,69.0,71.0,71.0,15.633333333333333,13.35
31ab74a0-b8d8-4118-b2bc-2e369b35cc0c,21.0,84.0,68.0,10.0,23.0,0.0,53.0,16.516666666666666,0.8833333333333329
31ab74a0-b8d8-4118-b2bc-2e369b35cc0c,30.0,69.0,68.0,20.0,63.0,27.0,71.0,19.266666666666666,2.75
31ab74a0-b8d8-4118-b2bc-2e369b35cc0c,5.0,1.0,71.0,66.0,71.0,26.0,81.0,20.55,1.283333333333335
31ab74a0-b8d8-4118-b2bc-2e369b35cc0c,26.0,27.0,75.0,74.0,64.0,19.0,66.0,22.1,1.5500000000000007
31ab74a0-b8d8-4118-b2bc-2e369b35cc0c,15.0,9.0,26.0,65.0,85.0,83.0,74.0,23.583333333333332,1.4833333333333307
31ab74a0-b8d8-4118-b2bc-2e369b35cc0c,21.0,11.0,33.0,70.0,73.0,34.0,69.0,24.633333333333333,1.0500000000000007
31ab74a0-b8d8-4118-b2bc-2e369b35cc0c,63.0,4.0,66.0,67.0,27.0,29.0,60.0,25.7,1.0666666666666664
31ab74a0-b8d8-4118-b2bc-2e369b35cc0c,63.0,82.0,74.0,78.0,74.0,25.0,70.0,26.816666666666666,1.1166666666666671
31ab74a0-b8d8-4118-b2bc-2e369b35cc0c,22.0,16.0,65.0,66.0,68.0,24.0,61.0,39.63333333333333,12.816666666666666
31ab74a0-b8d8-4118-b2bc-2e369b35cc0c,24.0,0.0,72.0,82.0,33.0,8.0,73.0,40.916666666666664,1.2833333333333314
31ab74a0-b8d8-4118-b2bc-2e369b35cc0c,0.0,17.0,68.0,84.0,62.0,6.0,58.0,41.85,0.9333333333333371
31ab74a0-b8d8-4118-b2bc-2e369b35cc0c,7.0,19.0,80.0,75.0,78.0,12.0,67.0,42.78333333333333,0.93333333333333
31ab74a0-b8d8-4118-b2bc-2e369b35cc0c,12.0,20.0,79.0,86.0,75.0,9.0,75.0,44.11666666666667,1.3333333333333357
31ab74a0-b8d8-4118-b2bc-2e369b35cc0c,0.0,4.0,59.0,81.0,74.0,11.0,72.0,45.083333333333336,0.9666666666666686
31ab74a0-b8d8-4118-b2bc-2e369b35cc0c,27.0,42.0,18.0,88.0,72.0,19.0,83.0,46.45,1.3666666666666671
31ab74a0-b8d8-4118-b2bc-2e369b35cc0c,32.0,74.0,29.0,61.0,21.0,19.0,79.0,47.86666666666667,1.4166666666666643
31ab74a0-b8d8-4118-b2bc-2e369b35cc0c,10.0,35.0,17.0,63.0,55.0,30.0,71.0,48.916666666666664,1.0499999999999972
31ab74a0-b8d8-4118-b2bc-2e369b35cc0c,85.0,67.0,76.0,69.0,67.0,15.0,60.0,50.483333333333334,1.56666666666667
31ab74a0-b8d8-4118-b2bc-2e369b35cc0c,2.0,0.0,68.0,72.0,63.0,0.0,70.0,63.63333333333333,13.149999999999999
31ab74a0-b8d8-4118-b2bc-2e369b35cc0c,9.0,13.0,77.0,76.0,62.0,1.0,72.0,65.25,1.6166666666666671
